type,content & title
kind/bug,Exposed Ports not Displayed in Runtime Interface or Commands exposed ports displaying runtime interface workspace commands Below tests mysql ready workspace Reproduction Steps Create Start java mysql ready workspace Open runtime interface dashboard Expand machine Check server section ports Ports 4403 3306 missing machine machine Create command workspace machine echo server port 4401 server port 4401 server port 4403 server port 4403 server port 4411 server port 4411 server port 9876 server port 9876 server port server port server port 8080 server port 8080 server port 8000 server port 8000 Output server port 4401 nightly codenvy server port 4403 node1 nightly codenvy 55339 server port 4411 nightly codenvy server port 9876 node1 nightly codenvy 55335 server port node1 nightly codenvy 55341 server port 8080 node1 nightly codenvy 55336 server port 8000 node1 nightly codenvy 55337 Ports 4401 4411 seem incorrect including port _node1 nightly codenvy sure that these ports would used commands user however Create command workspace machine echo server port 3306 server port 3306 server port 4411 nightly codenvy Output bash server port 3306 server port 3306 server port 4411 nightly codenvy substitution version Nightly staging snapshot 
kind/question,In CHE FARM mode Run the second che server 5 2 2 instance destroyed the first instance or its dev machine want support multi user system select FARM mode multiple server instance virtual machine failed implement following ways environment Centos Virtualbox docker eclipse host external User data space work space 9090 User data space work space 9100 First directly image eclipse docker docker sock docker sock work space 9090 data work che522 assembly assembly main target assembly CHE_HOST CHE_PORT 9090 CHE_CONTAINER durts eclipse start there server container named durts work correctly browse 9090 After that start second instance want work with different port 9100 docker docker sock docker sock work space 9100 data work che522 assembly assembly main target assembly CHE_HOST CHE_PORT 9100 CHE_CONTAINER super eclipse start Nothing wrong found command INFO server instance named super running first running instance durts SHUTDOWN Second start image eclipse server docker compose work space 9090 instance docker compose file docker compose durts recreate work space 9100 instance docker compose file docker compose super recreate instance running correctly open workspace machine server then start server running machine DESTROYED contents docker compose same docker compose container instance config reference files docker compose docker compose Finally Here questions multiple server instances virtual machine analysis problems like debug info detail logs simple Thanks Durts John 2017 
kind/docs,Readme References in code base grep code base shows these references readme which should exist These should either evaluated have hard links back docs reference right link that deployed within updated eclipse docs codenvy grep readme codenvy chec codenvy assembly assembly main assembly plugins examples extension client server DOCS https eclipse readme docs developing extensions extension examplec codenvy assembly assembly main assembly plugins examples extension simple DOCS https eclipse readme docs developing extensions extension examplec codenvy assembly assembly main assembly plugins examples server extension DOCS https eclipse readme docs developing extensionsc codenvy assembly assembly main assembly README eclipse readme codenvy assembly assembly main target eclipse SNAPSHOT eclipse SNAPSHOT plugins examples extension client server DOCS https eclipse readme docs developing extensions extension examplec codenvy assembly assembly main target eclipse SNAPSHOT eclipse SNAPSHOT plugins examples extension simple DOCS https eclipse readme docs developing extensions extension examplec codenvy assembly assembly main target eclipse SNAPSHOT eclipse SNAPSHOT plugins examples server extension DOCS https eclipse readme docs developing extensionsc codenvy assembly assembly main target eclipse SNAPSHOT eclipse SNAPSHOT README eclipse readme codenvy assembly assembly main target eclipse SNAPSHOT eclipse SNAPSHOT assembly main assembly plugins examples extension client server DOCS https eclipse readme docs developing extensions extension examplec codenvy assembly assembly main target eclipse SNAPSHOT eclipse SNAPSHOT assembly main assembly plugins examples extension simple DOCS https eclipse readme docs developing extensions extension examplec codenvy assembly assembly main target eclipse SNAPSHOT eclipse SNAPSHOT assembly main assembly plugins examples server extension DOCS https eclipse readme docs developing extensionsc codenvy assembly assembly main target eclipse SNAPSHOT eclipse SNAPSHOT assembly main assembly README eclipse readme codenvy dashboard projects create project create project controller https eclipse readme docs configuration envrionment variables codenvy dashboard stacks list stacks list stacks html description link title Learn more link https eclipse readme docs stack codenvy dashboard workspaces list workspaces list workspaces html description link title Learn more link https eclipse readme docs introduction workspace where your projects live Create workspaces from stacks that define projects runtimes commands description codenvy dashboard workspaces workspace details environments machine dialog machine dialog html href https eclipse readme docs recipes section authoring custom recipes target _blank codenvy samples sample plugin actions README Read tutorial https eclipse readme docs actionsc codenvy samples sample plugin actions README Setup https eclipse readme docs setup workspacec codenvy samples sample plugin actions README Building Extensions https eclipse readme docs create build extensionsc codenvy samples sample plugin actions README local Eclipse binaries https eclipse readme docs usage docker local eclipse binariesc codenvy samples sample plugin embedjs README Read tutorial https eclipse readme docs embed htmljsc codenvy samples sample plugin embedjs README Setup https eclipse readme docs setup workspacec codenvy samples sample plugin embedjs README Building Extensions https eclipse readme docs create build extensionsc codenvy samples sample plugin embedjs README local Eclipse binaries https eclipse readme docs usage docker local eclipse binariesc codenvy samples sample plugin filetype README Read tutorial https eclipse readme docs code editors section file typesc codenvy samples sample plugin filetype README Setup https eclipse readme docs setup workspacec codenvy samples sample plugin filetype README Building Extensions https eclipse readme docs create build extensionsc codenvy samples sample plugin filetype README local Eclipse binaries https eclipse readme docs usage docker local eclipse binariesc codenvy samples sample plugin json README JSON Example providing plugin sample which continuous example plugin documentation learn more about https eclipse readme docs introduction section json examplec codenvy samples sample plugin json README register file type code completion Read tutorial https eclipse readme docs code editors section code completion codenvy samples sample plugin json README define custom project type with project creation wizard register project specific actions Read tutorial https eclipse readme docs project types codenvy samples sample plugin json README Setup https eclipse readme docs setup workspacec codenvy samples sample plugin json README Building Extensions https eclipse readme docs create build extensionsc codenvy samples sample plugin json README local Eclipse binaries https eclipse readme docs usage docker local eclipse binariesc codenvy samples sample plugin nativeaccess README Read tutorial https eclipse readme docs native access workspacec codenvy samples sample plugin nativeaccess README Setup https eclipse readme docs setup workspacec codenvy samples sample plugin nativeaccess README Building Extensions https eclipse readme docs create build extensionsc codenvy samples sample plugin nativeaccess README local Eclipse binaries https eclipse readme docs usage docker local eclipse binariesc codenvy samples sample plugin parts README Read tutorial https eclipse readme docs partsc codenvy samples sample plugin parts README Setup https eclipse readme docs setup workspacec codenvy samples sample plugin parts README Building Extensions https eclipse readme docs create build extensionsc codenvy samples sample plugin parts README local Eclipse binaries https eclipse readme docs usage docker local eclipse binariesc codenvy samples sample plugin serverservice README Read tutorial https eclipse readme docs serverworkspace accessc codenvy samples sample plugin serverservice README Setup https eclipse readme docs setup workspacec codenvy samples sample plugin serverservice README Building Extensions https eclipse readme docs create build extensionsc codenvy samples sample plugin serverservice README local Eclipse binaries https eclipse readme docs usage docker local eclipse binariesc codenvy samples sample plugin wizard README Setup https eclipse readme docs setup workspacec codenvy samples sample plugin wizard README Building Extensions https eclipse readme docs create build extensionsc codenvy samples sample plugin wizard README local Eclipse binaries https eclipse readme docs usage docker local eclipse binaries Reproduction Steps version Diagnostics 
kind/enhancement,Exec Agent stop responding after http access Connect with http exec agent dies Reproduction Steps Start workspace Wait boot exec agent displays STDOUT Channel Routes STDOUT Connect Exec Agent webscoket connect STDOUT STDOUT Terminal routes STDOUT Connect webscoket Connect with curl http curl http localhost 32786 ptycurl Empty reply from server Yeah should websocket remotely exec agent stops with error exit 2017 Websocket upgrade failed websocket version version macOs sierra 
kind/task,Adding own perspective in a custom Che Codenvy assembly Investigate provide custom perspective that plugin provides without need copy modify plugin code 
kind/question,Workspace container RAM requirements looking ways reduce dramatically size each workspace consumption Based your docs should minimally 256MB assume refer JAVA Xmx256m less measure Resident Size Linux level usually more example here http trustmeiamadeveloper 2016 where memory java reality installation uses Xmx2048 memory actually used after just creating workspace close change settings there Jetty alpine instead tomcat workspace agent simple measurements show 100MB less empty jetty empty tomcat Thanks Ariel Reproduction Steps version Docker latest Diagnostics 
kind/bug,The Delete widget appears when working with the Terminal Reproduction Steps Open project Project Explorer selection file folder Terminal press Delete button Expected behavior Current symbol should deleted Observed behavior dialog widget appears with proposition delete selected file folder Project Explorer Similar issue 4059 version SNAPSHOT version Ubuntu Docker version install Docker container Additional information Problem reliably reproduced doesn happen randomly 
kind/question,Che behind HAProxy impression that python language server doesn work with python Reproduction Steps Select Python stack stack view Active Sourcegraph Python Click Test button version Windows Diagnostics When workspace open cannot create project update project file there error 
kind/bug,The information window without expected error information After trying create package with wrong name information window without expected error information shown Reproduction Steps Create some Java project Expand project tree cause context menu Java folder Click Java Package Type invalid package name thisIsWrong This WROng This WROng 123test Click button attention displayed information window Expected behavior information window contain information about error Actual result information window shown without error information version Ubuntu version SNAPSHOT Docker version install Docker container Additional information attachment 
kind/task,Network Diagnostic Tool Investigation Investigate diagnostic tool that will test network tell user problems that could prevent workspace from starting 
kind/bug,There are two ways to create a javascript file Reproduction Steps Open project Open menu creating file Expected behavior There possibility creating javascript file Observed behavior There items creating javascript file JavaScript File JavaScript File version SNAPSHOT version Ubuntu Docker version install Docker container Additional information Problem reliably reproduced doesn happen randomly 
kind/bug,Debug session still active for NodeJs project after end of debugging Reproduction Steps Debug NodeJs project Click Debug button debug project again Expected result debug features should available Actual result Debugger available version Ubuntu Chrome browser Additional information think happens because after debug session data about debug session browser storage cleaned 
kind/question,build Dashboard error encountered problem when using Maven build Dashboard Failed execute goal apache maven plugins maven antrun plugin compile project dashboard BuildException occured Replace source file home user source dashboard dist index html doesn exist ERROR around part home user source dashboard target antrun build main ERROR Help compare che5 che5 versions dashboard Find some change target Download dependencies exec basedir executable failonerror true value install exec Download Typings dependencies exec basedir executable typings failonerror true value install exec Download Bower dependencies exec basedir executable bower failonerror true value install exec Build application exec basedir executable gulp failonerror true value build exec Change base HREF application that will hosted dashboard replace file basedir dist index html replacetoken CDATA base href replacetoken replacevalue CDATA base href dashboard replacevalue replace target configuration configuration target Download dependencies exec basedir executable failonerror true value install exec Change base HREF application that will hosted dashboard replace file basedir dist index html replacetoken CDATA base href replacetoken replacevalue CDATA base href dashboard replacevalue replace target configuration using machine never built dashboard code that been deleted che5 dashboard Download Typings dependencies exec basedir executable typings failonerror true value install exec Download Bower dependencies exec basedir executable bower failonerror true value install exec Build application exec basedir executable gulp failonerror true value build exec clean install success there some errors ignore INFO maven install plugin install default install dashboard INFO Installing home user source dashboard target dashboard root repository eclipse dashboard dashboard dashboard INFO Installing home user source dashboard root repository eclipse dashboard dashboard dashboard INFO INFO BUILD SUCCESS INFO There many similar error exec ERROR default home user source dashboard components widget text info text info directive exec Property restrict does exist type CheTextInfo exec exec ERROR default home user source dashboard components widget text info text info directive exec Property replace does exist type CheTextInfo exec exec ERROR default home user source dashboard components widget text info text info directive exec Property transclude does exist type CheTextInfo exec exec ERROR default home user source dashboard components widget text info text info directive exec Property templateUrl does exist type CheTextInfo exec exec ERROR default home user source dashboard components widget text info text info directive exec Property scope does exist type CheTextInfo exec Finished scripts after have suggestion dashboard There such setup plugin artifactId maven clean plugin artifactId configuration filesets fileset directory basedir bower_components directory followSymlinks false followSymlinks fileset fileset directory basedir node_modules directory followSymlinks false followSymlinks fileset fileset directory basedir dist directory followSymlinks false followSymlinks fileset filesets configuration plugin plugin this Otherwise build very slow fileset directory basedir bower_components directory followSymlinks false followSymlinks fileset fileset directory basedir node_modules directory followSymlinks false followSymlinks fileset thanks 
kind/bug,The web page crashes during configuration workspaces settings Reproduction Steps Workspaces Action click Configure workspace Expected behavior workspace configuration page should appears Observed behavior configuration page existing workspace appears projects pages crashes Similar crashing 4121 issue version SNAPSHOT version Ubuntu Docker version install Docker container Additional information Problem reliably reproduced doesn happen randomly 
kind/bug,CLI in dev mode doesn t check availability of debug port 8080 mode doesn check whether port 8080 available fails with ugly error Reproduction Steps Start Codenvy debug mode start debug mode version Ubuntu Error docker docker sock docker sock home gaal workspace data home gaal workspace repo eclipse nightly restart debug fastWARNING swap limit supportINFO repo mounted using assembly manifests from your local repositoryINFO nightly using docker nativeWARN CHE_HOST overridden agaragatyi codenvy INFO restart Restarting INFO stop Server port 8080 running INFO config Generating configuration Notice Compiled catalog 1dfd65f5300b codenvy environment production secondsNotice Applied catalog secondsINFO config Customizing docker compose running containerINFO config Copying local binaries home gaal workspace instance INFO start Starting containers Starting cheERROR Cannot start service driver failed programming external connectivity endpoint c2d72cb7334cf0bc23fc727c1206f23ba70e5cc06183dd7a236e19d27728b520 Bind 8000 failed port already allocatedEncountered errors while bringing project ERROR Error during compose printing line tail home gaal workspace eval IMAGE_INIT eclipse init nightlyeval IMAGE_CHE eclipse server nightlyeval IMAGE_COMPOSE docker compose 1eval UTILITY_IMAGE_CHEACTION eclipse action nightlyeval UTILITY_IMAGE_CHEDIR eclipse nightlyeval UTILITY_IMAGE_CHETEST eclipse test nightlyeval UTILITY_IMAGE_CHEMOUNT eclipse mount nightlyINFO nightly using docker nativeWARN CHE_HOST overridden agaragatyi codenvy INFO restart Restarting DEBUG cmd_stopdocker inspect curl 8080 null write http_code 000INFO stop Server port 8080 running docker inspect curl 8080 null write http_code 000docker inspect curl 8080 null write http_code 000INFO config Generating configuration docker_run file data file version nightly images home gaal workspace instance CHE_ASSEMBLY home gaal workspace instance tomcat home gaal workspace dockerfiles init manifests puppet manifests home gaal workspace dockerfiles init modules puppet modules CHE_ENV_FILE home gaal workspace instance config CHE_CONTAINER_ROOT data CHE_CONTAINER_NAME CHE_ENVIRONMENT development CHE_CONFIG home gaal workspace instance CHE_INSTANCE home gaal workspace instance CHE_REPO entrypoint puppet eclipse init nightly apply modulepath puppet modules puppet addon puppet manifests show_diff INFO config Customizing docker compose running containerdocker_run home gaal workspace instance root alpine root home gaal workspace instance data INFO config Copying local binaries home gaal workspace instance INFO start Starting containers docker_compose file data instance docker compose container dERROR Error during compose printing line tail home gaal workspace 
kind/bug,Technical issue ProcessPanel deletes widgets not clear When delete widgets terminals command output widgets from ProcessPanel this widgets still exist memory because code didn clean them correctly This ProcessPanel performance issue because references deleted widgets still exists have problems example with resize process panel because resizes existing widgets with already deleted widgets begin resize with lags Main goal this issue correctly clean maps ProcessPanelPresenter ProcessPanelViewImpl version Fedora version doesn matter this case version SNAPSHOT 
kind/question,window IDE eventHandlers initializationFailed error after opening a new workspace create workspace following error window eventHandlers initializationFailed http 8080 wksp nfbw 967787 _app 2354 _app 2361 _app 5922 _app 1241 Virtualbox with Ubuntu connected bridged networking with host network gets dhcp have removed data directory containers images start with following parameters docker docker sock docker sock repo CHE_HOST_IP CHE_HOST CHE_DOCKER_MACHINE_HOST data data eclipse start debug 
kind/question,Cannot start multiple Eclipse Che containers on the same server due maybe to ports overlapping After Eclipse update just wanted test multiple Eclipse containers same server problem that whenever start container different port container first port receives SIGTERM Received SIGTERM Stopping server running localhost port valid shutdown command received shutdown port This container then shut down removed Here command using docker CHE_PORT PORT pathtodata data pathtoche docker sock docker sock eclipse latest start different pathtodata pathtoche folders each container instance always starts successfully mapped correct port HOWEVER what think issue that ports container always include both port specified well 8000 8080 ports example after started container port 8181 Container 8181 Ports 8000 8080 8181 8181 when start container port 8080 Container 8080 Ports 8000 8080 8080 8000 8080 included here include think contains pertinent information besides line shutdown protocol mentioned above 
kind/bug,The warning messages are not informative after creating a folder or a file with the same name Reproduction Steps folder Create project Project create folder create folder with same name again Expected behavior Error widget appears with message Resource already exists screenshot Observed behavior Error widget appears without message about folder exists Reproduction Steps file Create project Project create file create file with same name again Expected behavior Error notification appears with message Resource already exists screenshot Observed behavior Error notification appears without message about file exists screenshot version SNAPSHOT version Ubuntu Docker version install Docker container Additional information Problem reliably reproduced doesn happen randomly 
kind/bug,Midnight Commander clears the terminal output Reproduction Steps Start project terminal some commands Start Midnight Commander Press hide Expected behavior History terminal output from commands should visible Observed behavior terminal output blank except command prompt version SNAPSHOT version Ubuntu Docker version install Docker container Additional information Problem reliably reproduced doesn happen randomly 
kind/enhancement,Make it possible to provide envs for workspaces Right such feature available only workspaces created with compose files User Dashboard should possible provide envs workspaces user need envs without having modify Dockerfile These envs should added machine config then passed Docker when container 
